Bound, Solutions, BinarySearch, HashMapIndexes, HashMapIndexes2, HashMapFrequencies, FastUtilsMap
1000000,132690,1.2778896E7,1.710503216E8,1.665399792E8,9.42717824E7,3.7609752E7
1000000,24358,4559384.0,1.6635832E8,1.617756848E8,9.33219888E7,3.7604952E7
1000000,198854,1.7804272E7,1.75276656E8,1.712337072E8,9.90266416E7,4.21065648E7
1000000,37117,4560569.6,1.66351024E8,1.65809336E8,9.451692E7,3.74580512E7
1000000,103526,1.25106912E7,1.700499168E8,1.662883264E8,9.3400928E7,3.76111456E7
1000000,172210,1.41536256E7,1.765942064E8,1.71097808E8,9.80263216E7,4.21062304E7
1000000,11426,4571145.6,1.664329168E8,1.617789168E8,9.33519616E7,3.75816832E7
1000000,242443,1.9969608E7,1.785585584E8,1.709534896E8,1.013880144E8,4.21051824E7
1000000,172273,1.41139024E7,1.756340144E8,1.710532672E8,9.8016624E7,4.21051072E7
1000000,107534,9338086.4,1.710344432E8,1.66629248E8,9.33621328E7,3.76095232E7
1000000,114368,1.26699472E7,1.715995984E8,1.665134016E8,9.59256224E7,3.8084112E7
1000000,34356,4559500.8,1.663711024E8,1.642484752E8,9.0555456E7,3.40462768E7
1000000,190382,1.5635E7,1.75587216E8,1.71025368E8,9.80032192E7,4.21173536E7
1000000,9219,4536227.2,1.663496192E8,1.617674544E8,9.09160656E7,3.54474112E7
1000000,191190,1.55740272E7,1.76998752E8,1.717075744E8,9.80237552E7,4.21061968E7
1000000,62656,4563598.4,1.71052544E8,1.664094208E8,9.55157552E7,3.54347792E7
1000000,78714,9139784.0,1.7097404E8,1.664312816E8,9.54741184E7,3.58583552E7
1000000,189638,1.41415376E7,1.752592496E8,1.710706816E8,9.8008592E7,4.21038672E7
1000000,104850,9299380.8,1.714515104E8,1.664328992E8,9.34137728E7,3.75879472E7
1000000,5537,3643265.6,1.663798208E8,1.61756272E8,9.36964E7,3.29893472E7
1000000,48186,4560547.2,1.622822512E8,1.577866848E8,8.2472264E7,1.96940624E7
1000000,98145,1.27170096E7,1.709016032E8,1.664042656E8,9.3378576E7,3.76104256E7
1000000,80333,1.31595616E7,1.709604256E8,1.664062256E8,9.34998976E7,3.76123648E7
1000000,238355,1.81600528E7,1.76252752E8,1.715848688E8,9.80200944E7,4.21052096E7
1000000,156463,1.3793032E7,1.757614672E8,1.6712964E8,9.79234656E7,4.21514352E7
1000000,43796,4563643.2,1.663782272E8,1.663509104E8,9.34090752E7,3.7587472E7
1000000,161600,1.38318608E7,1.745456912E8,1.69679856E8,9.51260352E7,4.21166624E7
500000,458492,3.04999536E7,1.627331904E8,1.5259976E8,9.0791592E7,3.29360144E7
500000,137309,9075265.6,1.4859528E8,1.392231104E8,8.02251696E7,2.0289936E7
500000,263392,1.97557232E7,1.527569232E8,1.447135584E8,8.47110384E7,2.6229744E7
500000,104119,9052292.8,1.440653808E8,1.391615344E8,7.86928016E7,2.0738272E7
500000,225231,1.71853072E7,1.4976696E8,1.442677664E8,8.2268936E7,2.31670416E7
500000,233694,1.730996E7,1.52935216E8,1.43875392E8,8.25400832E7,2.31487344E7
500000,140842,9065150.4,1.48347968E8,1.3931608E8,8.00607536E7,2.07353552E7
500000,266563,2.16328976E7,1.526559984E8,1.43672568E8,8.63268784E7,2.4598496E7
500000,176227,1.37680928E7,1.492680784E8,1.421412224E8,8.46351744E7,2.17047376E7
500000,262696,2.16448368E7,1.527784032E8,1.440399808E8,8.61256768E7,2.46028464E7
500000,486662,3.41416864E7,1.638285376E8,1.506982E8,9.1442832E7,3.29294272E7
500000,234016,1.37304592E7,1.53042496E8,1.438895904E8,8.22341488E7,2.31666656E7
500000,465684,3.0650952E7,1.613953568E8,1.53109248E8,9.10801824E7,3.2936048E7
500000,67721,8153996.8,1.440326496E8,1.382270288E8,8.00849264E7,2.07116064E7
500000,171972,1.81449408E7,1.499038336E8,1.41052136E8,8.50513552E7,2.17001248E7
500000,39376,4541883.2,1.437184E8,1.345848896E8,8.1014208E7,1.7239768E7
500000,493659,3.40986864E7,1.641206512E8,1.511880832E8,9.14344448E7,3.2927816E7
500000,45490,4545790.4,1.438398368E8,1.346090624E8,7.99822912E7,2.07295264E7
500000,497323,3.4201896E7,1.646952272E8,1.53210272E8,9.15186576E7,3.29370288E7
500000,75324,8167147.2,1.438919888E8,1.394183408E8,8.00912448E7,2.07181952E7
500000,185225,1.38250896E7,1.481529488E8,1.438125568E8,8.46499632E7,2.17033424E7
500000,417776,2.88203792E7,1.594002496E8,1.518178528E8,9.14702016E7,3.32598336E7
500000,497082,3.0916752E7,1.627195936E8,1.531374624E8,9.24774656E7,3.29371536E7
500000,249626,2.31973504E7,1.545533328E8,1.454003744E8,8.47250112E7,2.62345056E7
500000,354871,2.26386256E7,1.551391152E8,1.490182992E8,8.92979936E7,2.6239416E7
500000,389869,2.52690752E7,1.599261232E8,1.505279712E8,9.08298672E7,2.84049696E7
500000,407218,2.88888512E7,1.598143856E8,1.5071076E8,9.0752048E7,3.29329952E7
500000,479527,3.39235824E7,1.645067248E8,1.507252352E8,9.07620256E7,3.29305424E7
500000,316602,2.18990032E7,1.545227584E8,1.476300176E8,8.9207296E7,2.62373488E7
500000,68102,4541190.4,1.440248064E8,1.391498448E8,8.00638816E7,2.07359824E7
500000,442134,3.01998896E7,1.61888576E8,1.505235488E8,9.2436928E7,3.2929264E7
500000,375924,2.55693888E7,1.600886576E8,1.507561936E8,9.14760448E7,2.84026176E7
500000,300126,2.38321776E7,1.530471856E8,1.4388688E8,8.51005568E7,2.62244208E7
500000,437912,3.239364E7,1.609656064E8,1.516456832E8,9.19207552E7,3.29318288E7
500000,313618,2.1908408E7,1.545207376E8,1.475781728E8,8.92720096E7,2.623824E7
500000,277764,1.85833664E7,1.554477104E8,1.439393792E8,8.61324128E7,2.62267072E7
500000,85765,9407731.2,1.437686016E8,1.391468864E8,8.00824016E7,2.07176688E7
500000,581,3633486.4,1.391018144E8,1.344828528E8,7.99785408E7,1.62164688E7
500000,422568,3.00017632E7,1.599597808E8,1.511883824E8,9.168904E7,3.32846704E7
500000,261719,1.9767056E7,1.530620576E8,1.448954976E8,8.47028784E7,2.65366128E7
500000,136537,1.26851056E7,1.490207984E8,1.39235112E8,8.03464928E7,2.07350576E7
500000,124969,9132833.6,1.483317392E8,1.391982608E8,8.00973776E7,2.07314368E7
500000,388228,2.5063864E7,1.592194048E8,1.494123776E8,9.14575408E7,3.242784E7
500000,35669,4541707.2,1.437179904E8,1.345620656E8,8.10336864E7,1.7267192E7
500000,436216,3.01700384E7,1.612823584E8,1.520356176E8,9.2477912E7,3.29542176E7
500000,450766,3.0440032E7,1.635217984E8,1.50738968E8,9.14879968E7,3.29308784E7
500000,37377,4540553.6,1.438144336E8,1.345678912E8,7.99858976E7,2.07212672E7
500000,66956,4526848.0,1.436151312E8,1.391294048E8,8.00807728E7,2.07176112E7
500000,36904,4542492.8,1.436891328E8,1.345486224E8,7.99856816E7,2.0721336E7
500000,161553,1.32481808E7,1.480088E8,1.401230464E8,8.55631232E7,2.16964464E7
500000,384008,2.50872416E7,1.590004E8,1.506399744E8,9.1468152E7,2.84066336E7
500000,144963,9059427.2,1.484420848E8,1.3958164E8,8.00693072E7,2.07296752E7
500000,257242,1.84489904E7,1.531299808E8,1.456901856E8,8.46730544E7,2.62272864E7
500000,228939,1.72140496E7,1.529634464E8,1.43868288E8,8.22629776E7,2.31497104E7
500000,382064,2.51247488E7,1.58578936E8,1.50736152E8,8.85482848E7,2.8405016E7
500000,436202,2.9767848E7,1.6097324E8,1.513523248E8,9.19207072E7,3.29375296E7
500000,332565,2.69433072E7,1.576684736E8,1.485229264E8,8.64970256E7,2.62376624E7
500000,150183,1.26794E7,1.484424592E8,1.39211056E8,8.00869456E7,2.07360784E7
500000,234237,1.37113072E7,1.52091208E8,1.433277808E8,8.61177968E7,2.63788336E7
500000,10431,8313721.6,1.389836304E8,1.344851872E8,8.00062304E7,1.72940912E7
500000,163733,1.30764848E7,1.47978752E8,1.391856384E8,8.117948E7,2.17080208E7
500000,84687,9401236.8,1.43750512E8,1.396102608E8,8.2140248E7,1.96869824E7
500000,377635,2.50515008E7,1.581149968E8,1.504692992E8,8.85484144E7,2.84020832E7
500000,135861,1.268792E7,1.483129984E8,1.394130752E8,8.0100592E7,1.99737792E7
500000,234960,1.37133616E7,1.526023216E8,1.438670528E8,8.51093216E7,2.62242608E7
500000,115224,9142092.8,1.483430976E8,1.393279296E8,8.34792864E7,1.99705376E7
500000,42287,4541521.6,1.436642736E8,1.34567296E8,8.1024976E7,1.72636352E7
500000,73659,4858132.8,1.436056256E8,1.395677568E8,8.0094608E7,2.07125856E7
500000,100807,1.26874784E7,1.436417104E8,1.39143296E8,8.00540656E7,2.07373728E7
500000,329643,2.61224736E7,1.570915904E8,1.45908416E8,8.91937456E7,2.62253856E7
500000,361503,2.62559088E7,1.579562864E8,1.482459824E8,9.14588384E7,2.839596E7
500000,412052,2.87542192E7,1.624763232E8,1.505762416E8,9.15123984E7,2.87400112E7
500000,248994,2.31942608E7,1.545160224E8,1.445504128E8,8.67997936E7,2.46105808E7
500000,174563,1.81174752E7,1.488056048E8,1.428962496E8,8.56068752E7,2.17028944E7
500000,169919,1.3776816E7,1.483330432E8,1.401355888E8,8.55545888E7,2.16971088E7
500000,432917,3.23020752E7,1.61493008E8,1.51210984E8,9.19105088E7,3.32545424E7
500000,5961,3636320.0,1.391679136E8,1.345170432E8,7.99759744E7,1.62139888E7
500000,13780,4530604.8,1.390072832E8,1.344832448E8,8.0005432E7,1.72570832E7
500000,139145,1.26425984E7,1.483532576E8,1.39207912E8,8.008588E7,2.02760096E7
500000,302687,2.22499648E7,1.55270944E8,1.464418112E8,8.51698032E7,2.62336016E7
500000,20941,4541849.6,1.400865344E8,1.344985616E8,8.00008288E7,1.72463664E7
500000,138245,8997419.2,1.48193536E8,1.39387136E8,8.01720944E7,2.02934176E7
500000,232936,1.7370656E7,1.527174256E8,1.438064192E8,8.60750224E7,2.62253776E7
500000,304507,2.17409568E7,1.54567224E8,1.447564672E8,8.56598608E7,2.62306992E7
500000,272630,1.86664704E7,1.530091664E8,1.438739296E8,8.46920288E7,2.46273136E7
500000,363256,2.44062448E7,1.573290896E8,1.489117424E8,8.79030672E7,2.84234368E7
500000,322436,2.18760848E7,1.535434208E8,1.475056512E8,8.92617824E7,2.62303888E7
500000,185080,1.84062688E7,1.483993472E8,1.429392496E8,8.46437808E7,2.16999728E7
500000,359893,2.62479984E7,1.556646096E8,1.457310128E8,8.9206784E7,2.62280944E7
500000,241669,1.74879472E7,1.508077216E8,1.438604944E8,8.46623104E7,2.62211472E7
500000,199487,1.37487136E7,1.483251536E8,1.438109024E8,8.30137744E7,2.20291632E7
500000,71562,4862028.8,1.441888496E8,1.391565424E8,8.21875584E7,1.96635536E7
500000,283169,2.17045168E7,1.543191472E8,1.438630576E8,8.62962464E7,2.62265824E7
500000,258274,2.25245456E7,1.51466272E8,1.44537056E8,8.61351184E7,2.46100496E7
500000,130155,1.30976624E7,1.483583312E8,1.392431232E8,8.00507296E7,2.073504E7
500000,276371,2.23872032E7,1.550848848E8,1.438408224E8,8.60912704E7,2.62250592E7
500000,217264,1.35966176E7,1.493248352E8,1.438732448E8,8.38395376E7,2.31670128E7
500000,294550,1.86798896E7,1.558546528E8,1.438454464E8,8.46941584E7,2.5721856E7
500000,354665,2.6269736E7,1.583254176E8,1.485362768E8,8.63541744E7,2.6240792E7
500000,186105,1.84290528E7,1.494012656E8,1.431741152E8,8.22638784E7,2.17021072E7
250000,499787,2.76847424E7,1.402419104E8,1.2867572E8,8.20241712E7,3.18939744E7
250000,960387,4.95150464E7,1.623705008E8,1.458289616E8,9.70930144E7,4.14422304E7
250000,949216,4.93827008E7,1.628180384E8,1.45507928E8,9.79919792E7,4.14233472E7
250000,697794,3.85414352E7,1.49922904E8,1.37139304E8,8.98442496E7,3.68377376E7
250000,658570,3.65681424E7,1.493522928E8,1.329820624E8,8.81212832E7,3.67222624E7
250000,938542,4.93588752E7,1.623160944E8,1.45287736E8,9.40170928E7,4.14470048E7
250000,808870,3.97353104E7,1.529057216E8,1.370509776E8,8.98982832E7,3.61445856E7
250000,287613,1.71907856E7,1.314766128E8,1.220920064E8,8.0019024E7,2.51777456E7
250000,241333,1.7533072E7,1.298761664E8,1.170000832E8,7.96385936E7,2.30634912E7
250000,998032,5.1584992E7,1.62718648E8,1.474958048E8,9.841152E7,4.14543344E7
250000,29482,8162537.6,1.207783728E8,1.115416768E8,7.31129776E7,1.72291056E7
250000,857553,4.47985792E7,1.600433936E8,1.450668752E8,9.38483328E7,4.10478224E7
250000,623784,3.61913936E7,1.45445384E8,1.329221808E8,8.80739936E7,3.22246944E7
250000,40685,8122836.8,1.206040432E8,1.114907376E8,7.28207536E7,2.06737264E7
250000,900602,4.8939936E7,1.600824128E8,1.464116192E8,9.72900656E7,4.14272E7
250000,632249,3.62169968E7,1.462825712E8,1.338157424E8,8.6589152E7,3.64325776E7
250000,560106,2.79636128E7,1.445519808E8,1.327006016E8,8.90034352E7,3.19020736E7
250000,63906,8126702.4,1.206310368E8,1.114968928E8,7.52220608E7,1.82951264E7
250000,945180,4.64384688E7,1.6089096E8,1.454009936E8,9.76841664E7,4.14411184E7
250000,381381,2.28773776E7,1.371109328E8,1.254953664E8,8.00439952E7,2.76674992E7
250000,855294,4.7701232E7,1.584610416E8,1.449400608E8,9.3840472E7,4.14213648E7
250000,255090,1.76264144E7,1.315818816E8,1.206303088E8,7.73222272E7,2.51919072E7
250000,145522,1.26089456E7,1.250212224E8,1.163349888E8,7.552804E7,2.13220848E7
250000,750300,3.83947136E7,1.522562384E8,1.367235216E8,9.05580368E7,3.6541472E7
250000,670495,3.6565664E7,1.4759736E8,1.354754704E8,8.80138224E7,3.67593184E7
250000,274132,1.71714304E7,1.302763936E8,1.202087856E8,8.0160368E7,2.51767056E7
250000,885299,4.82973584E7,1.60390008E8,1.445486256E8,9.75340768E7,4.14181552E7
250000,667868,3.662516E7,1.48360552E8,1.338610256E8,8.7547232E7,3.69840016E7
250000,607111,3.28406416E7,1.475294832E8,1.32253344E8,8.75241696E7,3.64297728E7
250000,319057,1.4526472E7,1.300979728E8,1.210230928E8,7.99711808E7,2.51722528E7
250000,610497,3.59995744E7,1.458910896E8,1.32424096E8,8.83755968E7,3.230336E7
250000,89993,8133049.6,1.20641648E8,1.114752368E8,7.41431056E7,1.82816688E7
250000,375777,2.18292928E7,1.354923904E8,1.24104552E8,8.33384848E7,2.7942352E7
250000,154407,1.26125904E7,1.250859008E8,1.160039264E8,7.50682496E7,2.06754944E7
250000,905112,4.8858184E7,1.6085232E8,1.455919168E8,9.42367296E7,4.14430368E7
250000,344448,2.26881376E7,1.345865664E8,1.223048192E8,7.99608096E7,2.51827264E7
250000,636142,3.27734144E7,1.478707296E8,1.319919376E8,8.660572E7,3.24621168E7
250000,200185,1.26481696E7,1.266189968E8,1.16154112E8,7.722628E7,2.10816128E7
250000,443086,2.31734112E7,1.393385728E8,1.264607664E8,8.24505264E7,2.73761936E7
250000,918724,4.91482992E7,1.616025136E8,1.464298608E8,9.6231344E7,4.1447504E7
250000,369142,1.87636512E7,1.346046448E8,1.229518432E8,8.01158864E7,2.76644336E7
250000,450555,2.31633136E7,1.403215568E8,1.243859104E8,8.40620432E7,2.73650528E7
250000,43725,4516830.4,1.204473712E8,1.114749008E8,7.33271264E7,1.72268208E7
250000,371560,2.07652672E7,1.353249216E8,1.239904944E8,8.32100928E7,2.79377648E7
250000,862973,4.77077936E7,1.603243936E8,1.446721584E8,9.38064448E7,4.12458096E7
250000,710813,3.91395552E7,1.500208688E8,1.349077696E8,8.87174688E7,3.644592E7
250000,791175,3.9485752E7,1.523072816E8,1.360555616E8,8.82683744E7,3.68445536E7
250000,724097,3.84455232E7,1.489414816E8,1.368721792E8,8.91203664E7,3.6515072E7
250000,137531,1.3279096E7,1.252859552E8,1.160497968E8,7.27340048E7,2.06608896E7
250000,484268,2.43020496E7,1.404813072E8,1.259896016E8,8.10827008E7,3.18735904E7
250000,926534,4.91063296E7,1.608347056E8,1.462274048E8,9.62143776E7,4.14529792E7
250000,582074,3.16043952E7,1.453895056E8,1.323558304E8,8.5307504E7,3.19260432E7
250000,418941,2.61762384E7,1.364181968E8,1.235453264E8,8.39281888E7,2.73434512E7
250000,474544,2.43766576E7,1.400945936E8,1.250713312E8,8.503856E7,2.73685184E7
250000,982026,4.6219928E7,1.624384672E8,1.45757024E8,9.49184432E7,4.14501008E7
250000,765216,3.59318464E7,1.50513464E8,1.354659952E8,9.06763968E7,3.65125008E7
250000,988595,4.99631968E7,1.625560576E8,1.466505136E8,9.49135616E7,4.14229728E7
250000,556824,2.80335616E7,1.460060608E8,1.332937136E8,8.8170776E7,3.19884704E7
250000,380462,2.28428576E7,1.362718144E8,1.24330224E8,8.1879416E7,2.79391616E7
250000,175815,1.25984368E7,1.25097912E8,1.16898992E8,7.81964928E7,2.06858512E7
250000,523556,2.45378224E7,1.392626896E8,1.276354336E8,8.47303168E7,3.18765024E7
250000,668419,3.63814816E7,1.47724528E8,1.351549808E8,8.75722864E7,3.70739472E7
250000,435461,2.62936672E7,1.380282288E8,1.27479648E8,8.4120512E7,2.77022272E7
250000,329828,2.0357032E7,1.343048944E8,1.216804928E8,7.97348688E7,2.51529328E7
250000,708728,3.8307312E7,1.494841024E8,1.366191072E8,8.87767728E7,3.68321072E7
250000,942641,4.93867072E7,1.612644352E8,1.45600016E8,9.77104048E7,4.14420144E7
250000,527408,2.83550944E7,1.391899616E8,1.280073792E8,8.4139336E7,3.18807536E7
250000,606666,3.59782848E7,1.479380224E8,1.334162784E8,8.75562192E7,3.641612E7
250000,790890,3.94201328E7,1.52424184E8,1.371155632E8,9.12276176E7,3.64528992E7
250000,105192,8139030.4,1.208367376E8,1.1152016E8,7.17809568E7,1.96510144E7
250000,830310,4.40789056E7,1.57627712E8,1.428658128E8,9.53228448E7,4.1048256E7
250000,210484,1.2665832E7,1.266862592E8,1.160939856E8,7.78772208E7,2.13026E7
250000,331770,1.80591984E7,1.337225952E8,1.216016128E8,7.97495168E7,2.5179504E7
250000,904819,4.8722016E7,1.597593408E8,1.450486816E8,9.3537208E7,4.1427144E7
250000,895450,4.93999072E7,1.596696128E8,1.431171216E8,9.7108984E7,4.14312448E7
250000,451401,2.3307344E7,1.39161008E8,1.265638752E8,8.33225152E7,2.73742848E7
250000,337851,1.8094936E7,1.314327296E8,1.210150288E8,7.850168E7,2.51901744E7
250000,101593,8105692.8,1.204872384E8,1.114155104E8,7.27962256E7,2.06750496E7
250000,4451,3618214.4,1.20407904E8,1.069386416E8,7.31083792E7,1.61834464E7
250000,778156,3.57054208E7,1.515881392E8,1.357192336E8,9.11697408E7,3.65114144E7
250000,519546,2.4553992E7,1.401135568E8,1.28718384E8,8.46931168E7,3.18836832E7
250000,300253,1.71340336E7,1.297227312E8,1.205840912E8,7.73097664E7,2.51711376E7
250000,3838,3607078.4,1.17669856E8,1.06873032E8,7.27559552E7,1.61753728E7
250000,667014,3.39109872E7,1.475901888E8,1.36534728E8,8.77304768E7,3.65339952E7
250000,330463,2.19518496E7,1.3446572E8,1.218867456E8,7.8308056E7,2.5196032E7
250000,654112,3.23651408E7,1.468344112E8,1.330035424E8,8.87161296E7,3.70016352E7
250000,124700,1.3272832E7,1.25519544E8,1.116464976E8,7.29137968E7,2.0703504E7
250000,321466,2.18131888E7,1.341572928E8,1.219544864E8,7.829004E7,2.51950128E7
250000,99074,8108670.4,1.204615952E8,1.114349008E8,7.28108752E7,2.0676352E7
250000,215814,1.29595488E7,1.28045448E8,1.157982368E8,7.79988512E7,2.5168936E7
250000,954767,4.62704992E7,1.614686944E8,1.459958128E8,9.7252048E7,4.142624E7
250000,811326,4.3645768E7,1.59201592E8,1.433359392E8,9.2715296E7,4.19372256E7
250000,354629,2.26769808E7,1.336866272E8,1.206555616E8,8.1426936E7,2.5585792E7
250000,444716,2.37414032E7,1.40023344E8,1.27608824E8,8.41156832E7,2.73742432E7
250000,572797,2.7922304E7,1.467323472E8,1.324156048E8,8.92708512E7,3.19696208E7
250000,35151,8141451.2,1.206405824E8,1.114736256E8,7.28125408E7,2.06917584E7
250000,177204,1.260908E7,1.247926176E8,1.175660864E8,7.81855808E7,2.06883024E7
250000,189741,1.25341856E7,1.261277024E8,1.158981792E8,7.80330448E7,2.17098064E7
250000,523307,2.81366272E7,1.393510432E8,1.2756184E8,8.44258672E7,3.18783424E7
250000,697653,3.8241152E7,1.489639008E8,1.354630624E8,8.9393768E7,3.68278144E7
100000,437711,1.68750048E7,1.104009888E8,9.838608E7,6.89246736E7,1.73760608E7
100000,323596,1.36061264E7,1.038584512E8,9.07526768E7,6.43872288E7,1.39674528E7
100000,281189,1.36277344E7,1.039182272E8,8.9362304E7,6.77572992E7,1.39731248E7
