Bound, Solutions, HashMapIndexes, HashMapIndexes2, HashMapFrequencies, FastUtilsMap
1000000,172697,1.415579024E8,1.644000384E8,9.81270432E7,4.11240064E7
1000000,78943,1.689013072E8,1.64320576E8,9.2281824E7,3.74489248E7
1000000,189575,1.741446576E8,1.688765792E8,9.6916704E7,4.23021024E7
1000000,44848,1.6507336E8,1.64332696E8,9.23211408E7,3.77127584E7
1000000,40866,1.650538432E8,1.642558352E8,9.2379632E7,3.77356064E7
1000000,202019,1.743798688E8,1.6892768E8,9.70332608E7,4.23002976E7
1000000,112077,1.69771024E8,1.688261824E8,9.6865792E7,3.74310656E7
1000000,181813,1.74227888E8,1.688887312E8,9.75882528E7,4.23033952E7
1000000,25615,1.650106288E8,1.642558864E8,9.23160208E7,3.74392784E7
1000000,175356,1.742081376E8,1.688789888E8,9.68670832E7,4.228196E7
1000000,6568,1.649881392E8,1.6424436E8,9.23422368E7,3.74259296E7
1000000,241391,1.751864352E8,1.745235328E8,9.90264928E7,4.2233424E7
1000000,34596,1.6500292E8,1.641974496E8,9.23056368E7,3.78050016E7
1000000,87988,1.696204352E8,1.643015888E8,9.23385408E7,3.74261552E7
1000000,66586,1.650967648E8,1.642474448E8,9.23045824E7,3.78040656E7
1000000,208828,1.746425104E8,1.696251328E8,9.68729344E7,4.23016256E7
1000000,130792,1.698440448E8,1.69282856E8,9.69923776E7,3.74494528E7
1000000,34779,1.651522736E8,1.643086272E8,9.23076304E7,3.78101552E7
1000000,45018,1.651094272E8,1.642560352E8,9.23195104E7,3.77078832E7
1000000,40096,1.56595968E8,1.556296368E8,8.37964288E7,2.09967248E7
1000000,147401,1.7008036E8,1.6882972E8,9.68620816E7,4.02616336E7
1000000,180298,1.657156976E8,1.6107952E8,8.84103088E7,2.55028624E7
1000000,216084,1.751008496E8,1.693236688E8,9.68800752E7,4.23025408E7
1000000,136592,1.702217696E8,1.688677728E8,9.68312128E7,4.1944152E7
1000000,21158,1.650003808E8,1.642312992E8,9.23331456E7,3.74441632E7
1000000,182561,1.739536352E8,1.688115728E8,9.75806896E7,4.23008224E7
1000000,95082,1.69697944E8,1.64307544E8,9.67786672E7,3.74427904E7
1000000,145094,1.696288752E8,1.694830704E8,9.71580272E7,4.16365392E7
1000000,168988,1.740802352E8,1.688812848E8,9.83823808E7,4.228556E7
1000000,175872,1.747965136E8,1.691747408E8,9.68701104E7,4.23079664E7
1000000,234651,1.752156688E8,1.734417008E8,9.78461456E7,4.22269184E7
1000000,32744,1.65140736E8,1.64269736E8,9.2302992E7,3.78112416E7
1000000,185787,1.664982112E8,1.609363824E8,8.86397008E7,2.55030592E7
1000000,199401,1.666664512E8,1.603285472E8,8.9019648E7,2.5503328E7
1000000,66170,1.649485072E8,1.642143824E8,9.23332032E7,3.77203824E7
1000000,5942,1.650963072E8,1.642287984E8,9.23393856E7,3.29482288E7
1000000,80111,1.602762512E8,1.556836256E8,8.42356048E7,2.06560528E7
1000000,131097,1.69538672E8,1.687980128E8,9.70056864E7,3.7450104E7
1000000,238152,1.74162392E8,1.727757328E8,9.69423632E7,4.21594736E7
1000000,93106,1.688507296E8,1.641874112E8,9.23315632E7,3.74447536E7
1000000,176399,1.74442176E8,1.688734464E8,9.6930784E7,4.22974096E7
1000000,147626,1.707742288E8,1.690473888E8,9.6870352E7,4.02637568E7
1000000,61897,1.566479504E8,1.559288672E8,8.38146256E7,2.10170416E7
1000000,86530,1.695475408E8,1.642664272E8,9.23367264E7,3.74346848E7
1000000,39100,1.649456672E8,1.642603312E8,9.24874304E7,3.77260064E7
1000000,133298,1.694925792E8,1.694430752E8,9.68550224E7,3.74489456E7
1000000,97510,1.6969088E8,1.64312592E8,9.26175888E7,3.74449472E7
1000000,23973,1.65135112E8,1.642476512E8,9.2303424E7,3.74375008E7
1000000,181468,1.740705216E8,1.693962192E8,9.69191376E7,4.22676064E7
1000000,201078,1.665372304E8,1.602733888E8,8.8980184E7,2.54989248E7
1000000,156371,1.695763088E8,1.689606832E8,9.68439168E7,4.02612016E7
1000000,63527,1.651527904E8,1.642523888E8,9.23054592E7,3.78042128E7
1000000,13888,1.65076864E8,1.642478272E8,9.23161888E7,3.74436752E7
1000000,111755,1.69641696E8,1.688338528E8,9.68610528E7,3.74486864E7
1000000,121204,1.696961488E8,1.692555376E8,9.68774432E7,3.74502704E7
1000000,20305,1.5664856E8,1.556401136E8,8.38279584E7,2.06374576E7
1000000,195153,1.654528224E8,1.605976816E8,8.83659072E7,2.55017344E7
1000000,116133,1.697361744E8,1.688384544E8,9.68640368E7,3.74459088E7
1000000,213231,1.742366528E8,1.688755008E8,9.68765968E7,4.23026528E7
1000000,67009,1.651567568E8,1.642584336E8,9.230388E7,3.78099584E7
1000000,202660,1.74113192E8,1.694679712E8,9.70602128E7,4.23011904E7
1000000,167549,1.74875416E8,1.694223424E8,9.69122656E7,4.24118864E7
1000000,1067,1.648842608E8,1.641122096E8,9.2332808E7,3.29413408E7
1000000,234323,1.740764608E8,1.730918528E8,9.78537312E7,4.22314272E7
1000000,155592,1.697334736E8,1.697870368E8,9.68814448E7,4.026216E7
1000000,125688,1.697147472E8,1.690460944E8,9.6874408E7,3.7453616E7
1000000,155249,1.69708704E8,1.68820416E8,9.68734976E7,4.02613104E7
1000000,89570,1.69710632E8,1.642898576E8,9.23363424E7,3.74453392E7
1000000,105108,1.7009572E8,1.642806016E8,9.68197616E7,3.74452976E7
1000000,33113,1.651052448E8,1.642550304E8,9.23054E7,3.7805048E7
1000000,114764,1.696368336E8,1.694678304E8,9.68732E7,3.74512544E7
1000000,103382,1.701440064E8,1.644083952E8,9.68140736E7,3.74455216E7
1000000,170990,1.724724224E8,1.690073424E8,9.84377392E7,4.02554032E7
1000000,196927,1.754010784E8,1.692319968E8,9.78245152E7,4.23005376E7
1000000,38872,1.649974192E8,1.64256536E8,9.23131408E7,3.77277392E7
1000000,199353,1.752574352E8,1.688923376E8,9.75131136E7,4.230464E7
1000000,127485,1.699550624E8,1.688300368E8,9.73001776E7,3.74498032E7
1000000,62417,1.6522376E8,1.644140128E8,9.2312184E7,3.77956736E7
1000000,91688,1.696056816E8,1.642984192E8,9.27391584E7,3.7443472E7
1000000,154026,1.696386544E8,1.688367392E8,9.68601632E7,4.02406896E7
1000000,211170,1.742300448E8,1.688699424E8,9.68780576E7,4.23056576E7
1000000,211852,1.74264488E8,1.688706384E8,9.68776544E7,4.23027584E7
1000000,64387,1.650247392E8,1.642557152E8,9.23049632E7,3.78098576E7
1000000,164191,1.741747392E8,1.688626592E8,9.68791088E7,4.02613712E7
1000000,88273,1.685528512E8,1.640689952E8,9.22827616E7,3.74404512E7
1000000,95185,1.696151856E8,1.645030704E8,9.25348816E7,3.74442336E7
1000000,242484,1.765145728E8,1.738528304E8,1.027819952E8,4.21582848E7
1000000,171977,1.73832048E8,1.691898128E8,9.77887376E7,4.02557536E7
1000000,159165,1.696653376E8,1.6884236E8,9.77848432E7,4.11570704E7
1000000,234665,1.757459088E8,1.728673536E8,9.780972E7,4.22967984E7
1000000,154324,1.696888704E8,1.688274624E8,9.69058768E7,4.02596464E7
1000000,124231,1.696949728E8,1.694981648E8,9.7482448E7,3.74515248E7
1000000,9241,1.650182576E8,1.64233832E8,9.23361312E7,3.74203696E7
1000000,91892,1.694214752E8,1.642363248E8,9.2303888E7,3.74429888E7
1000000,243722,1.78472408E8,1.7362324E8,1.028466272E8,4.22282304E7
1000000,107279,1.697597824E8,1.661319248E8,9.5876744E7,4.01133808E7
1000000,53991,1.661731328E8,1.641316944E8,9.23259568E7,3.77077408E7
1000000,240907,1.766972704E8,1.735098608E8,1.027338E8,4.21508864E7
1000000,210945,1.737217744E8,1.687721472E8,9.68628272E7,4.23002416E7
1000000,194256,1.74264336E8,1.688877152E8,9.68758496E7,4.23058768E7
500000,114057,1.421590624E8,1.377304384E8,8.33097712E7,2.33782944E7
500000,325426,1.513855728E8,1.466798976E8,9.0219664E7,2.93351264E7
500000,394735,1.546906208E8,1.521348688E8,9.199804E7,2.96204624E7
500000,138159,1.425880784E8,1.38333936E8,8.35230032E7,2.3404528E7
500000,401884,1.570349968E8,1.486824848E8,9.17628288E7,3.38280624E7
500000,318610,1.52490776E8,1.479378256E8,8.81770976E7,2.93426112E7
500000,380034,1.55494976E8,1.511601136E8,9.26840048E7,2.96231904E7
500000,199437,1.449019264E8,1.428180064E8,8.45770256E7,2.6385648E7
500000,40039,1.38034536E8,1.372159936E8,7.90442E7,2.0943096E7
500000,204804,1.470036176E8,1.417900288E8,8.40431504E7,2.64020608E7
500000,365311,1.560402112E8,1.483918864E8,9.03319904E7,2.96181824E7
500000,172043,1.432829104E8,1.424391632E8,8.46669552E7,2.1943416E7
500000,467096,1.599332192E8,1.53509712E8,9.2294024E7,3.50449088E7
500000,242022,1.476532208E8,1.432818688E8,8.46080224E7,2.63589472E7
500000,213540,1.47056304E8,1.418474576E8,8.42098656E7,2.6406224E7
500000,478027,1.587193136E8,1.530149072E8,9.18614128E7,3.38300848E7
500000,369998,1.55036096E8,1.510424464E8,9.26952992E7,2.96257952E7
500000,144684,1.432321072E8,1.403965024E8,8.35674928E7,2.09512688E7
500000,375153,1.553196848E8,1.51733E8,9.26761312E7,2.96216784E7
500000,389459,1.540598288E8,1.501689344E8,9.18092384E7,2.96426848E7
500000,53573,1.380420848E8,1.373923008E8,7.90795152E7,2.09703472E7
500000,75424,1.381639696E8,1.372305456E8,7.90308784E7,2.06225728E7
500000,219541,1.469249232E8,1.429905088E8,8.39158784E7,2.64065392E7
500000,87024,1.381790048E8,1.372109808E8,7.95235136E7,2.06187888E7
500000,256,1.33410272E8,1.326328432E8,7.89503776E7,1.61473696E7
500000,88070,1.378542928E8,1.370713664E8,7.90598896E7,2.06243232E7
500000,75599,1.382761936E8,1.372127616E8,7.90665296E7,2.06249248E7
500000,53771,1.38190824E8,1.372364064E8,7.9112928E7,2.09486176E7
500000,142530,1.43233024E8,1.417917888E8,8.37894192E7,2.0981528E7
500000,268958,1.495651792E8,1.471110912E8,8.8148128E7,2.64173472E7
500000,467605,1.600160752E8,1.536067136E8,9.22651536E7,3.38286928E7
500000,15283,1.369195024E8,1.371674704E8,7.90521952E7,2.06188304E7
500000,270419,1.496338768E8,1.463185904E8,8.81409376E7,2.64160368E7
500000,261965,1.473382464E8,1.433548848E8,8.91241056E7,2.64198976E7
500000,402084,1.570418944E8,1.51517704E8,9.18274336E7,2.96460496E7
500000,8263,1.361289488E8,1.32632872E8,7.89734064E7,2.06155776E7
500000,394005,1.554709584E8,1.506839872E8,9.20216704E7,2.96270592E7
500000,107414,1.420685792E8,1.372363744E8,7.97061488E7,2.11808816E7
500000,441456,1.579567328E8,1.519844384E8,9.2706728E7,3.3846576E7
500000,19161,1.370614992E8,1.371653856E8,7.90781024E7,2.06009856E7
500000,167874,1.426990432E8,1.417643024E8,8.48472848E7,2.19410528E7
500000,380062,1.549568096E8,1.509084592E8,9.27074496E7,2.96294768E7
500000,174628,1.42821248E8,1.418118752E8,8.42504096E7,2.26961424E7
500000,22063,1.381684112E8,1.372192624E8,7.8965872E7,2.10515824E7
500000,21838,1.380076384E8,1.371748528E8,7.90384192E7,2.06262704E7
500000,316080,1.516794192E8,1.472146048E8,8.827704E7,2.9337456E7
500000,49342,1.381901888E8,1.373506928E8,7.90778096E7,2.09446176E7
500000,120809,1.426155264E8,1.372581536E8,8.35362048E7,2.3411168E7
500000,312248,1.508158688E8,1.463848528E8,8.81657984E7,2.933244E7
500000,106817,1.402634432E8,1.372610304E8,7.99706032E7,2.34100288E7
500000,452162,1.577219952E8,1.509663904E8,9.26755888E7,3.38412176E7
500000,362629,1.543219984E8,1.48716072E8,9.0352648E7,2.96214144E7
500000,360699,1.525037648E8,1.4872496E8,9.03179152E7,2.96083152E7
500000,352617,1.529734672E8,1.479497728E8,8.9136664E7,2.96308272E7
500000,247200,1.4942248E8,1.464354944E8,8.81473296E7,2.64172016E7
500000,189756,1.44591024E8,1.425181776E8,8.35922176E7,2.64199248E7
500000,27252,1.380191136E8,1.37220744E8,7.90445568E7,2.09675408E7
500000,76531,1.380632368E8,1.372187024E8,7.90473328E7,2.06239904E7
500000,381954,1.549707392E8,1.505982848E8,9.26877152E7,2.9642632E7
500000,330640,1.51880976E8,1.464783744E8,9.02253664E7,2.93349328E7
500000,356870,1.527769136E8,1.482378928E8,8.82804048E7,2.9619104E7
500000,66328,1.380743488E8,1.374424736E8,7.9044496E7,2.06230688E7
500000,56810,1.380576368E8,1.372717232E8,7.90319392E7,2.0621672E7
500000,366677,1.553302736E8,1.482467904E8,9.263564E7,3.02142896E7
500000,216488,1.4709952E8,1.428173328E8,8.42519088E7,2.6412024E7
500000,164029,1.42668504E8,1.427901488E8,8.4026328E7,2.19527216E7
500000,298000,1.515509552E8,1.464164992E8,8.81256832E7,2.93326928E7
500000,10388,1.360429408E8,1.335355472E8,7.9005544E7,2.05934976E7
500000,251734,1.484295232E8,1.46212336E8,8.82654768E7,2.64148096E7
500000,36841,1.380866896E8,1.372288176E8,7.90683712E7,2.09712656E7
500000,183220,1.4259804E8,1.418140464E8,8.3597696E7,2.63980352E7
500000,83445,1.385651472E8,1.372211248E8,7.9079096E7,2.0625696E7
500000,282452,1.48397832E8,1.463771552E8,8.91197232E7,2.64352992E7
500000,307236,1.48925752E8,1.470843744E8,8.81405536E7,2.93347264E7
500000,316205,1.5245564E8,1.479470896E8,8.81713488E7,2.93408992E7
500000,491442,1.59957872E8,1.518755312E8,9.41622112E7,3.38448656E7
500000,216871,1.471592832E8,1.421692224E8,8.42220864E7,2.63998016E7
500000,306922,1.489376816E8,1.47069168E8,8.81872704E7,2.93560112E7
500000,26485,1.380238256E8,1.371616848E8,7.90560736E7,2.09637808E7
500000,419223,1.554631344E8,1.505869056E8,9.00154944E7,3.38206736E7
500000,386210,1.540724656E8,1.49611008E8,9.23505264E7,2.95852704E7
500000,95430,1.395815376E8,1.374209248E8,7.90684576E7,2.06238128E7
500000,179882,1.42947976E8,1.427943216E8,8.35913696E7,2.64176192E7
500000,303543,1.490135104E8,1.473527072E8,8.81587104E7,2.93560432E7
500000,131777,1.42770552E8,1.382041232E8,8.35231408E7,2.34101424E7
500000,265553,1.471504672E8,1.43334272E8,8.5972312E7,2.64085744E7
500000,295573,1.517684848E8,1.464882896E8,8.84231856E7,2.9334816E7
500000,51320,1.379446464E8,1.372400736E8,7.9039128E7,2.09666864E7
500000,238951,1.471464464E8,1.427074416E8,8.45735424E7,2.64014352E7
500000,394162,1.560821712E8,1.513437216E8,9.14906112E7,3.3944784E7
500000,104070,1.422250128E8,1.371680656E8,7.90935024E7,2.06405456E7
500000,316106,1.523441664E8,1.478510656E8,8.80578208E7,2.9331056E7
500000,351564,1.53158168E8,1.481728304E8,8.913452E7,2.9633528E7
500000,449670,1.567754192E8,1.511800272E8,9.266348E7,3.38370208E7
500000,15679,1.37027304E8,1.371857232E8,7.90328512E7,2.06223024E7
500000,47539,1.380908896E8,1.372030832E8,7.90733632E7,2.09444832E7
500000,217813,1.467969536E8,1.420695248E8,8.38641456E7,2.64157968E7
500000,244150,1.472129008E8,1.428304432E8,8.5068192E7,2.64045488E7
500000,363037,1.558964064E8,1.485706288E8,9.03471408E7,2.96362624E7
500000,367168,1.560490112E8,1.510707744E8,9.26913696E7,2.96491056E7
250000,220754,1.2010752E8,1.188401696E8,7.66497232E7,2.19048384E7
250000,966173,1.550305632E8,1.476906464E8,9.74651136E7,4.6218528E7
250000,283853,1.244919872E8,1.204116512E8,7.78336496E7,2.44018672E7
250000,505974,1.343247744E8,1.257599616E8,8.40054128E7,2.95569264E7
250000,95572,1.154960192E8,1.143318336E8,7.62629584E7,2.29026496E7
250000,571494,1.385960208E8,1.333656288E8,8.71307952E7,3.77348128E7
250000,755466,1.438274016E8,1.36355064E8,9.29054048E7,3.8302368E7
250000,669001,1.41976744E8,1.34339944E8,9.14512912E7,3.6533016E7
250000,804275,1.467845808E8,1.394828784E8,9.10634608E7,3.68507712E7
250000,864121,1.531441424E8,1.4465996E8,9.9576576E7,4.62044576E7
250000,117401,1.15254528E8,1.14304584E8,7.62262976E7,2.09229968E7
250000,19510,1.105903152E8,1.097475424E8,7.18190528E7,1.6436864E7
250000,565740,1.386352528E8,1.325071312E8,9.05060224E7,3.35601872E7
250000,972540,1.556571184E8,1.479173168E8,9.73207936E7,4.6208224E7
250000,110120,1.155726E8,1.14949768E8,7.69063744E7,2.0902792E7
250000,910350,1.543653728E8,1.452141936E8,9.84042096E7,4.62062E7
250000,21761,1.109887296E8,1.102582832E8,7.215912E7,2.08420272E7
250000,623377,1.404472544E8,1.327260432E8,8.76845312E7,3.65240544E7
250000,383156,1.291404304E8,1.256129168E8,8.52978E7,2.88679584E7
250000,967899,1.555998832E8,1.477196016E8,9.97453152E7,4.62167408E7
250000,691474,1.430995984E8,1.367318192E8,8.98590496E7,3.6540368E7
250000,719528,1.427699584E8,1.342162864E8,9.19413904E7,3.7999176E7
250000,252691,1.234297456E8,1.203708736E8,7.73534176E7,2.44022592E7
250000,167689,1.196858224E8,1.14945936E8,7.62443088E7,2.18867424E7
250000,8868,1.105144816E8,1.097974576E8,7.18188496E7,2.05676752E7
250000,989580,1.572372688E8,1.475933872E8,1.016297184E8,4.62210752E7
250000,999834,1.567928032E8,1.470850944E8,1.005200128E8,4.63429408E7
250000,631530,1.408202672E8,1.346770736E8,8.7707408E7,3.65288208E7
250000,799669,1.46052264E8,1.392133008E8,9.10599072E7,3.68487584E7
250000,1000346,1.56990688E8,1.484569936E8,1.005563552E8,4.62153584E7
250000,434719,1.296366608E8,1.259633792E8,8.2379288E7,2.92881264E7
250000,367080,1.295114928E8,1.259407312E8,8.12128048E7,2.88634576E7
250000,795230,1.468620112E8,1.37687872E8,9.22629648E7,3.68454016E7
250000,550677,1.39701512E8,1.306719152E8,8.7824816E7,3.35650224E7
250000,173326,1.193081856E8,1.153023984E8,7.71057824E7,2.184744E7
250000,756593,1.440154448E8,1.383872848E8,9.27178304E7,3.6552888E7
250000,500393,1.320525232E8,1.25734472E8,8.38558352E7,2.9553272E7
250000,229421,1.200213024E8,1.159110416E8,7.63042624E7,2.29459472E7
250000,882762,1.533774048E8,1.438096384E8,9.88000496E7,4.61966944E7
250000,561760,1.389869088E8,1.332928736E8,9.0632032E7,3.35798512E7
250000,515949,1.334986304E8,1.26001712E8,8.33430112E7,2.9558944E7
250000,668536,1.430454544E8,1.357007328E8,9.14751888E7,3.65380672E7
250000,386129,1.29973008E8,1.251476496E8,8.53711264E7,2.92860848E7
250000,727448,1.443491728E8,1.350513296E8,9.31943888E7,3.68029424E7
250000,162154,1.168068576E8,1.142534448E8,7.62693968E7,2.18877296E7
250000,732734,1.443864576E8,1.365792464E8,9.29383296E7,3.6799664E7
250000,449125,1.289923536E8,1.249359936E8,8.5339176E7,2.92793008E7
250000,259430,1.242558208E8,1.189603456E8,8.1212864E7,2.43950064E7
250000,985969,1.569074288E8,1.465358288E8,1.01671536E8,4.62077712E7
