Problem Size, Solutions, BinarySearch, HashMapIndexes, HashMapIndexes2, HashMapFrequencies, FastUtilsMap
5000000,262246,894.0,2535.4,2470.6,1028.2,971.8
5000000,326413,789.4,1864.0,1887.8,689.4,684.8
5000000,5111,617.0,1838.6,1853.6,681.2,665.2
5000000,228465,720.4,1827.4,1854.2,672.0,665.2
5000000,237386,747.8,1842.4,1861.8,688.6,700.4
5000000,481127,869.8,1873.6,1861.0,698.8,698.0
5000000,533435,872.4,1853.2,1853.4,678.2,708.6
5000000,597621,897.2,1853.6,1860.0,689.6,694.8
5000000,129617,670.8,1859.4,1851.2,672.6,655.6
5000000,550399,1061.8,1976.6,2014.0,820.6,878.6
5000000,51949,767.4,1922.0,1955.6,747.6,771.8
5000000,306186,894.4,1932.6,1921.6,757.8,789.4
5000000,477719,1004.4,2015.2,2018.8,809.2,885.4
5000000,518100,1004.2,1899.0,1953.2,810.8,823.4
5000000,602227,901.2,1833.2,1861.8,685.6,706.0
5000000,48791,639.2,1863.8,1864.4,675.8,654.8
5000000,193301,706.6,1844.8,1847.4,682.2,678.0
5000000,467155,837.2,1870.0,1887.4,679.8,692.4
5000000,548065,878.4,1858.6,1858.2,690.0,717.4
5000000,136058,682.8,1851.6,1844.6,679.2,668.6
5000000,366913,807.4,1865.6,1857.4,689.6,687.0
5000000,251584,760.0,1848.4,1850.0,686.8,689.4
5000000,225499,749.0,1841.8,1859.0,681.4,671.6
5000000,520565,859.6,1861.6,1865.0,697.4,714.8
5000000,537081,874.0,1853.2,1854.2,677.2,703.8
5000000,235584,755.0,1898.6,1859.6,673.4,672.8
5000000,87141,697.2,1858.2,1851.8,682.2,664.8
5000000,470499,856.6,1863.2,1858.6,679.0,700.2
5000000,562650,882.8,1887.2,1854.4,687.6,696.8
5000000,277964,768.2,1857.4,1858.8,677.6,682.0
5000000,619617,987.8,1895.0,1936.6,805.6,875.6
5000000,598591,933.0,1874.4,1856.2,690.4,702.4
5000000,383616,798.6,1829.4,1852.6,676.0,683.6
5000000,119625,669.4,1838.2,1844.2,673.4,670.0
5000000,12138,661.6,1849.8,1860.2,682.2,665.6
5000000,364456,784.8,1833.6,1847.6,699.6,687.8
5000000,502670,891.6,1834.4,1845.6,684.2,697.8
5000000,531791,866.8,1867.2,1853.2,678.0,716.4
5000000,425882,814.4,1839.8,1837.4,682.4,684.0
5000000,312856,785.0,1855.4,1858.2,681.0,691.2
5000000,155646,704.0,1852.8,1839.4,695.0,684.4
5000000,610693,903.4,1851.0,1843.0,698.2,700.6
5000000,417318,810.4,1829.8,1851.0,683.0,683.8
5000000,585830,892.6,1844.8,1859.0,683.4,700.2
5000000,47716,656.8,1953.2,1917.6,684.2,658.2
5000000,242044,758.0,1862.6,1860.6,681.2,677.0
5000000,293881,748.4,1854.0,1836.4,690.8,683.2
5000000,311287,787.4,1857.2,1861.4,682.2,685.0
5000000,103835,671.4,1841.8,1866.4,684.8,733.8
5000000,298528,781.4,1869.6,1895.0,700.2,699.8
5000000,131238,776.8,1942.2,1977.2,786.6,776.2
5000000,335355,866.6,1902.6,1933.2,751.8,789.8
5000000,5680,750.6,1908.4,1910.6,764.0,774.0
5000000,535394,979.8,1921.4,1943.2,758.0,808.6
5000000,58461,848.0,1976.0,1990.0,775.6,827.2
5000000,435169,947.6,1959.6,1926.2,746.0,808.8
5000000,172573,830.0,1983.2,1939.6,757.8,792.4
5000000,586594,1034.8,1960.6,1920.2,753.8,818.2
5000000,360831,888.4,1908.2,1926.8,772.4,792.6
5000000,101565,787.8,1916.6,1932.4,776.0,770.0
5000000,16799,749.6,1922.6,1962.8,755.2,763.8
5000000,556969,997.8,1917.0,1913.0,764.4,823.2
5000000,35066,712.6,1914.2,1908.6,760.8,785.8
5000000,526540,976.4,1893.4,1917.2,774.8,812.2
5000000,187006,801.6,1912.0,1920.4,743.2,778.2
5000000,53185,774.4,1904.8,1911.8,763.2,780.2
5000000,451287,939.0,1889.2,1901.0,754.8,801.6
5000000,347950,920.4,1971.6,1953.2,739.4,801.2
5000000,334583,768.6,1847.0,1845.4,692.8,684.2
5000000,606623,899.2,1839.6,1848.4,687.8,694.0
5000000,532790,878.4,1846.2,1859.0,686.2,694.6
5000000,15967,639.8,1841.4,1852.2,672.6,662.0
5000000,30044,760.6,1915.6,1927.6,758.4,770.8
5000000,9464,694.8,1883.2,1902.2,692.4,681.8
5000000,441658,838.4,1827.0,1833.0,684.2,687.6
5000000,57453,686.8,1858.6,1848.4,681.0,660.6
5000000,322922,766.2,1819.4,1859.0,680.0,685.4
5000000,62712,660.2,1844.8,1871.8,683.0,665.0
5000000,494855,941.0,1905.8,1913.0,765.8,805.2
5000000,366813,908.2,1911.0,1910.6,759.2,797.8
